date,iaq,electrosmog_lf,wifi_level,wifi_n,temperature,humidity,air_pressure,ambient_light,tvoc,co2,co2e,pm10,pm25,sound,electrosmog_hf,device_id,ext_temperature,ext_humidity,ext_wind,ext_pressure,ext_weather
2021-08-09,202.2848276,175.0724138,-44.60344828,15.48965517,30.39896552,56.17551724,1016.003793,206.912069,203.7275862,442.537931,1433.510345,13.35172414,12.35172414,47.4037931,1.424137931,219,27,76,12,1018,sole
2021-08-10,95.06896552,172.5103448,-44.15862069,16.03448276,29.02275862,49.24827586,1015.165172,200.0589655,24.18965517,440.7965517,562.1689655,12.5862069,11.5862069,47.13482759,1.413103448,219,29,54,12,1017,sole
2021-08-11,121.3123711,174.2955326,-43.97250859,15.59106529,30.09037801,41.59037801,1013.208935,220.5769759,38.36426117,431.3298969,655.1580756,12.68728522,11.68728522,46.90515464,1.428522337,219,30,42,10,1015,pioggia 
2021-08-12,131.3,171.814433,-45.41237113,15.28522337,30.90756014,42.89140893,1015.311684,214.0841924,59.17182131,439.9656357,791.7869416,14.21649485,13.21649485,47.07182131,1.454639175,219,30,45,8,1017,sole
2021-08-13,132.6823529,171.4117647,-45.4083045,15.57439446,30.69411765,43.52179931,1017.471972,214.8595156,52.92733564,435.4221453,750.550173,15.19723183,14.19723183,47.07716263,1.430449827,219,31,46,8,1019,sole
2021-08-14,120.6431034,175.237931,-44.56551724,16.36896552,32.2862069,38.11896552,1016.684483,206.7286207,36.3137931,416.8103448,641.7172414,14.23793103,13.23793103,44.49275862,1.356896552,219,31,43,9,1019,sole
2021-08-15,130.1512111,174.1764706,-45.71280277,16.03460208,33.69411765,35.3733564,1013.940484,206.1854671,53,425.3944637,751.1799308,18.24567474,17.183391,46.65121107,1.352595156,219,31,39,9,1016,sole
2021-08-16,210.5041237,172.7835052,-45.99656357,15.35395189,31.35154639,44.37079038,1011.263918,211.7340206,139.233677,438.137457,1234.271478,13.80756014,12.80412371,46.26082474,1.390034364,219,29,47,14,1013,sole
2021-08-17,159.0282759,171.6793103,-45.24137931,15.68275862,29.80068966,51.43448276,1008.773793,219.0241379,150.937931,430.9,1251.710345,14.13103448,13.12758621,46.15275862,1.381724138,219,27,70,14,1011,sole
2021-08-18,160.7593103,169.237931,-45.69310345,15.2862069,29.25827586,53.14172414,1009.938966,217.2603448,22.89655172,437.2275862,553.4310345,17.43793103,16.43103448,46.2162069,1.334482759,219,26,70,9,1012,sole
2021-08-19,125.9092466,170.859589,-44.91780822,15.27739726,28.97636986,53.27808219,1011.145548,223.0510274,26.53767123,440.4691781,577.4178082,15.10958904,14.10958904,46.12808219,1.342123288,219,26,68,8,1013,sole
2021-08-20,135.6819444,171.6180556,-45.23958333,15.31597222,28.90763889,51.68819444,1012.772569,217.4673611,29.89583333,440.1215278,599.4791667,14.375,13.375,46.14756944,1.327083333,219,26,63,8,1014,sole
2021-08-21,80.72249135,172.0311419,-45.0899654,15.85121107,30.1,46.02525952,1015.368512,215.4128028,25.69204152,430.4013841,571.8027682,12.62283737,11.62283737,43.69584775,1.329065744,219,26,59,11,1017,sole
2021-08-22,130.1382759,177.7586207,-44.70344828,15.04827586,31.61241379,43.22482759,1015.581379,215.3186207,45.34137931,428.8241379,700.937931,13.6137931,12.6137931,43.16137931,1.331724138,219,28,54,10,1018,sole
2021-08-23,213.3570934,170.8858131,-44.62629758,16.07266436,29.65432526,49.24844291,1013.202076,212.9799308,154.6401384,430.9446367,1398.283737,12.70934256,11.70934256,46.24532872,1.428027682,219,26,66,11,1015,sole
2021-08-24,214.8613793,172.462069,-44.84137931,15.7137931,27.63068966,53.99482759,1010.778621,203.4396552,166.4965517,454.837931,1327.37931,12.37241379,11.37241379,46.05482759,1.373793103,219,24,69,9,1012,pioggia temporale 
2021-08-25,129.6917241,170.6310345,-45.01724138,15.97586207,27.05172414,54.19034483,1010.337931,202.9524138,41.75862069,455.6551724,677.5206897,13.15172414,12.13793103,46.32827586,1.365172414,219,24,73,8,1012,sole
2021-08-26,130.5562937,170.972028,-45.17132867,15.88811189,27.83566434,52.94685315,1008.99021,216.7122378,22.82867133,452.8566434,553.2062937,11.7972028,10.7972028,46.24335664,1.367482517,219,25,68,10,1011,pioggia 
2021-08-27,149.1965517,171.9689655,-46.2862069,15.4137931,28,53.70034483,1008.235517,220.6313793,24.67586207,432.7965517,565.1827586,12.87586207,11.87586207,45.94103448,1.355172414,219,25,70,14,1010,sole
2021-08-28,86.56931034,175.4172414,-44.15862069,16.32068966,28.12482759,49.88,1006.990345,207.1903448,22.73448276,416.3517241,552.5965517,12.74482759,11.74482759,43.63275862,1.323448276,219,24,62,16,1008,sole
2021-08-29,31.72404372,172.4153005,-44.20765027,16.1147541,27.2852459,38.33333333,1008.134426,202.0087432,6.644808743,404.136612,446.4043716,10.69945355,9.699453552,42.76502732,1.250273224,219,22,48,13,1010,sole
2022-01-26,55.7515873,175.8095238,-44.53968254,18.18253968,24.02222222,32.67301587,1025.992063,180.7825397,89.65873016,459.0634921,763.7539683,17.07936508,16.04761905,47.49206349,1.578571429,219,7,68,7,1028,sole
2022-01-27,93.0137457,170.2955326,-43.96563574,17.79381443,23.94604811,32.15395189,1025.774914,195.9340206,35.17525773,455.5910653,634.2405498,18.34020619,17.18900344,47.50687285,1.487285223,219,7,76,7,1027,sole
2022-01-28,92.9707483,181.0306122,-35.66666667,19.98639456,24.06258503,32.54557823,1023.882313,190.2289116,241.5306122,444.622449,1422.238095,21.96938776,20.65986395,47.84285714,0.668027211,219,8,77,6,1025,sole
2022-01-29,104.8844291,173.1937716,-43.87543253,19.64705882,23.87024221,24.5266436,1026.341869,196.8463668,135.5882353,407.1522491,1228.678201,13.39792388,12.39792388,46.44878893,1.44567474,219,7,49,9,1028,sole
2022-01-30,158.0656357,170.8006873,-43.96907216,18.53608247,24.10549828,23.30859107,1020.652234,186.6941581,83.54982818,470.7079038,951.2680412,21.1443299,20.06185567,45.9395189,1.425429553,219,7,65,6,1022,sole
2022-01-31,126.9986207,170.9758621,-44.49310345,18.55862069,23.6537931,32.69,1009.403103,181.1706897,145.1034483,502.2413793,1343.510345,20.09310345,18.87931034,48.37310345,1.463103448,219,8,87,10,1010,pioggia 
2022-02-01,74.08581315,168.6712803,-43.60553633,18.33564014,23.14567474,29.41903114,1006.848443,201.0633218,93.42906574,430.5363322,1016.577855,12.41868512,11.41868512,47.8283737,1.459515571,219,9,47,25,1007,sole
2022-02-02,161.8403448,174.1827586,-44.24827586,18.91034483,23.85137931,29.3337931,1011.314828,202.5382759,128.4034483,457.5241379,1223.741379,13.47586207,12.47586207,47.97413793,1.487586207,219,8,52,10,1012,sole
2022-02-03,148.4233677,175.161512,-44.6975945,17.66323024,24.14295533,31.18213058,1020.408935,201.8463918,100.0549828,471.6632302,1024.43299,15.76975945,14.73883162,47.93642612,1.483505155,219,10,59,11,1022,sole
2022-02-04,133.4061433,172.9112628,-45.30716724,15.90443686,24.12866894,33.84846416,1017.752901,187.2552901,120.7679181,465.7133106,1168.006826,20.03412969,18.86006826,47.8225256,1.491467577,219,12,74,16,1019,sole
2022-02-05,114.7913793,183.5137931,-45.15517241,17.29655172,24.51172414,35.34965517,1016.671724,183.0524138,104.8034483,464.3172414,1085.386207,15.95172414,14.94137931,45.71862069,1.450344828,219,12,79,5,1018,sole
2022-02-06,69.87263514,182.3581081,-44.94932432,17.53716216,24.47533784,33.73817568,1020.359797,196.2635135,80.14189189,446.5337838,901.6655405,18.05405405,17.0472973,45.03918919,1.399324324,219,10,81,7,1022,sole
2022-02-07,102.0013333,177.8066667,-44.43333333,18.34333333,24.21233333,33.70933333,1014.151333,195.7626667,169.75,434.0266667,1359.35,12.87333333,11.87,47.54933333,1.479333333,219,11,65,17,1015,pioggia 
2022-02-08,146.6860068,169.0170648,-45.43686007,17.59726962,23.56382253,25.22491468,1027.778498,204.1535836,256.0921502,438.8600683,1405.668942,12.15017065,11.14675768,47.43412969,1.483959044,219,7,42,8,1029,sole
2022-02-09,185.9599315,173.6438356,-44.55479452,17.72945205,23.90616438,29.76575342,1030.460959,203.059589,382.4691781,471.4383562,1727.657534,14.45890411,13.45547945,47.5239726,1.456164384,219,9,55,8,1032,sole
2022-02-10,156.8075601,172.0034364,-44.26116838,18.31271478,23.84158076,31.74742268,1027.151203,204.4587629,238.0206186,495.3264605,1393.367698,17.35395189,16.29553265,47.86151203,1.49347079,219,10,61,7,1028,sole
2022-02-11,128.0467128,175.8615917,-43.00346021,19.10726644,24.07128028,32.11937716,1022.932526,203.9311419,74.38062284,476.899654,891.6193772,17.97577855,16.82698962,48.01384083,1.470242215,219,8,67,6,1024,sole
2022-02-12,82.20584192,175.467354,-43.02405498,18.61168385,24.22302405,31.63367698,1022.491065,199.9099656,45.26804124,455.3608247,700.2439863,16.51546392,15.4467354,46.13917526,1.441237113,219,9,72,6,1024,sole
2022-02-13,69.61917808,177.0410959,-43.64383562,17.5239726,24.30513699,29.55684932,1022.843836,193.989726,64.29452055,422.3390411,786.1506849,13.3390411,12.3390411,45.37636986,1.446232877,219,10,72,9,1024,pioggia 
2022-02-14,201.1197952,178.0341297,-43.39931741,17.74061433,24.35051195,36.25767918,1018.031399,189.3590444,260.8532423,438.003413,1616.238908,12.1774744,11.1774744,48.29692833,1.481569966,219,12,76,16,1019,pioggia 
2022-02-15,145.4772575,174.2809365,-42.54180602,18,23.53244147,37.68327759,1013.525418,190.3602007,173.4715719,435.8762542,1153.334448,11.91304348,10.91304348,48.10602007,1.442474916,219,11,77,17,1015,pioggia 
2022-02-16,131.7009288,177.0588235,-42.3993808,17.85139319,24.2501548,32.9996904,1014.579257,197.5077399,41.34055728,480.7770898,674.6377709,11.99380805,10.99380805,47.8003096,1.435294118,219,9,73,8,1016,sole
2022-02-17,162.7415808,176.6254296,-44.81443299,18.67353952,24.02852234,34.86941581,1014.19622,192.2168385,69.59793814,490.3367698,860.0687285,13.70446735,12.70446735,47.84879725,1.491065292,219,10,76,7,1015,sole
2022-02-18,199.1065292,183.1890034,-45.04810997,18.25773196,24.31408935,37.86219931,1016.522337,172.3570447,90.06185567,488.3367698,994.6632302,15.02749141,13.97250859,47.204811,1.485910653,219,12,80,7,1018,sole
2022-02-19,152.5780822,180.8047945,-44.79452055,18.04452055,24.03116438,39.62431507,1016.231507,182.0482877,44.26027397,465.1438356,694.1472603,13.37328767,12.37328767,47.22363014,1.440753425,219,12,79,12,1017,sole
2022-02-20,161.7391753,183.7938144,-45.0137457,17.59793814,24.36219931,40.42268041,1017.074227,195.7762887,35.75945017,468.0618557,638.0962199,16.4742268,15.46391753,44.83745704,1.436769759,219,12,81,7,1018,sole
2022-02-21,93.45482759,172.8724138,-44.09655172,18.51724138,23.66758621,39.43793103,1009.808966,201.1117241,21.35172414,456.6965517,543.6034483,12.77586207,11.77586207,47.57724138,1.520344828,219,12,79,16,1011,pioggia temporale 
2022-02-22,98.16917808,168.1643836,-43.22260274,17.49315068,23.28527397,30.28561644,1010.973973,209.0863014,31.52054795,454.2568493,609.8356164,11.04794521,10.04794521,48.04109589,1.540753425,219,11,45,22,1012,sole
2022-02-23,175.0246377,175.1123188,-44.33695652,18.49275362,24.2326087,29.33586957,1020.957246,210.9463768,342.865942,478.5978261,1372.188406,12.29710145,11.29347826,47.84456522,1.590942029,219,12,41,9,1023,sole
2022-02-24,132.7403846,172.1192308,-41.91153846,18.33076923,24.075,31.52269231,1021.865,199.2796154,357.3,469.9115385,1522.515385,15.55769231,14.53846154,47.07461538,1.572307692,219,11,54,8,1023,sole
2022-02-25,143.752921,175.4329897,-43.76632302,17.62542955,24.11752577,33.69415808,1017.311684,192.5536082,84.09621993,462.2027491,955.0962199,15.32989691,14.30584192,47.53195876,1.582474227,219,11,70,10,1018,pioggia 
2022-02-26,70.70582192,171.0582192,-43.79109589,18.55821918,22.8760274,31.56438356,1013.309589,187.7643836,47.4760274,415.9760274,714.7671233,10.21232877,9.212328767,45.91952055,1.620205479,219,7,71,22,1014,pioggia 
2022-02-27,50.71649485,168.1924399,-44.13402062,17.62199313,22.795189,24.85601375,1016.040206,202.3178694,9.89347079,411.2955326,467.9037801,11.37457045,10.37457045,44.68316151,1.609278351,219,7,60,22,1017,sole
2022-02-28,130.4363946,168.5578231,-43.9829932,16.34013605,22.80170068,28.47210884,1020.115646,206.4282313,209.8129252,455.6666667,1333.653061,12.49319728,11.49319728,47.33367347,1.604421769,219,7,55,12,1021,sole
2022-03-01,133.4109589,170.4520548,-40.73972603,16.89726027,23.48630137,23.18732877,1022.254452,206.7017123,50.39041096,442.1232877,734.010274,12.58219178,11.58219178,48.60856164,1.621232877,219,6,45,21,1023,sole
2022-03-02,163.9651724,169.6310345,-43.37241379,16.96206897,23.70965517,25.08827586,1020.5,206.3696552,108.8068966,455.4586207,1040.989655,14.47931034,13.44827586,48.52793103,1.635172414,219,6,54,11,1022,sole
2022-03-03,171.7636678,170.017301,-43.34602076,17.51211073,23.62768166,28.61522491,1015.582007,197.4387543,307.7404844,483.6089965,1614.868512,18.42906574,17.34948097,48.59688581,1.63183391,219,7,60,7,1017,sole
2022-03-04,163.6924138,169.662069,-43.69655172,18.14827586,23.70344828,30.68137931,1010.648621,191.4286207,265.7448276,475.8034483,1499.844828,18.77931034,17.58965517,48.81655172,1.634827586,219,7,76,9,1012,pioggia 
2022-03-05,64.90341297,171.9556314,-44.01706485,17.36177474,23.4,26.29385666,1007.940273,198.8750853,30.54266212,421.0068259,603.5460751,14.0443686,13.0443686,46.75392491,1.615017065,219,7,58,15,1009,sole
2022-03-06,49.70584192,172.7697595,-43.59450172,18.27835052,23.75945017,19.43230241,1010.371821,207.2852234,6.006872852,411.7697595,441.5360825,16.0137457,15.0137457,46.52371134,1.641924399,219,6,53,11,1012,sole
2022-03-07,159.0564935,167.974026,-44.54545455,18.25324675,22.80941558,26.08571429,1012.684416,198.1185065,129.3409091,444.1980519,1147.503247,14.92532468,13.92532468,48.40941558,1.631168831,219,6,56,9,1014,sole
2022-03-08,134.6698997,169.1438127,-44.07692308,18.41137124,23.33913043,22.86053512,1015.455518,207.1622074,43.17056856,439.9632107,686.5317726,14.49498328,13.49498328,48.30367893,1.628093645,219,5,44,20,1016,sole
2022-03-09,161.489899,168.7575758,-43.63299663,18.16498316,23.32020202,23.58350168,1019.363636,207.5353535,61.47811448,443.4713805,807.3265993,13.96969697,12.96969697,48.2969697,1.623905724,219,7,44,11,1021,sole
2022-03-10,158.9965636,171.9278351,-43.91752577,17.10309278,24.02371134,25.72817869,1021.719244,209.1532646,137.532646,458.5670103,1134.896907,15.18900344,14.18900344,48.39243986,1.619587629,219,9,50,9,1023,sole
2022-03-11,169.432872,171.1972318,-42.53633218,18.08650519,23.93875433,29.75605536,1022.309343,179.4782007,381.7508651,471.0034602,1722.342561,17.33564014,16.27681661,48.11487889,1.633564014,219,9,63,9,1024,sole
2022-03-12,75.14,173.3896552,-43.44827586,18.03103448,24.24689655,26.49551724,1022.856552,141.6531034,109.2482759,433.1103448,1014.527586,15.18965517,14.18965517,46.57206897,1.633448276,219,9,57,9,1024,sole
2022-03-13,92.30517241,175.6758621,-43.74137931,18.36551724,24.51758621,21.11310345,1023.172759,157.3158621,3.855172414,416.7586207,427.6896552,14.81724138,13.81724138,46.02068966,1.622758621,219,9,47,12,1024,sole
2022-03-14,208.7506993,167.9440559,-43.58391608,17.1048951,23.74825175,28.03601399,1028.854895,153.7576923,209.8601399,462.6153846,1306.311189,17.01398601,16.01048951,48.59090909,1.626573427,219,9,57,7,1030,sole
2022-03-15,178.8447489,168.4748858,-42.90410959,18.6347032,23.02328767,33.62191781,1031.311416,132.7589041,585.7214612,462.9086758,1874.251142,17.38356164,16.28310502,46.91415525,1.520091324,219,11,64,11,1033,sole
2022-03-16,175.53391,173.8823529,-42.47058824,18.5467128,22.92041522,36.84186851,1024.669896,148.8865052,386.5467128,478.5432526,1565.16263,16.10380623,15.07266436,47.52871972,1.493425606,219,11,73,5,1026,sole
2022-03-17,109.8806228,178.3702422,-42.05190311,17.87889273,24.83217993,34.88823529,1020.12872,143.3730104,61.26297578,482.4602076,805.1730104,15.92041522,14.91695502,48.09377163,1.594117647,219,13,67,6,1022,sole
2022-03-18,132.4738832,182.8694158,-42.91408935,17.16494845,24.80206186,34.04089347,1023.273196,136.643299,18.86597938,474.7525773,527.2268041,18.46735395,17.44329897,47.79793814,1.613402062,219,14,60,8,1025,sole
2022-03-19,93.8737931,179.8103448,-43.90344828,16.05517241,24.63724138,30.83931034,1025.988276,132.0531034,50.53448276,446.2310345,734.6586207,16.50689655,15.5,46.62137931,1.58862069,219,13,55,8,1027,sole
2022-03-20,56.62389078,176.5870307,-43.76791809,17.63139932,24.58566553,22.18156997,1029.343686,151.0341297,6.791808874,423.9453925,447.2081911,14.93856655,13.93856655,46.21501706,1.550170648,219,10,45,9,1031,pioggia 
2022-03-21,166.3529412,172.6830065,-45.16666667,16.70588235,24.0375817,27.34803922,1030.129739,152.0767974,147.1568627,446.9477124,1090.156863,14.40522876,13.40522876,48.3869281,1.573856209,219,9,56,11,1032,pioggia 
2022-03-22,141.5557823,170.5884354,-46.77891156,16.98639456,23.72142857,25.03435374,1029.372109,155.5588435,84.09863946,445.744898,954.792517,15.85714286,14.85714286,48.3244898,1.591836735,219,9,47,9,1031,sole
2022-03-23,166.7505155,173.7800687,-45.38831615,17.46735395,24.05017182,27.20721649,1026.289347,154.8082474,188.2749141,455.1443299,1279.408935,17.51546392,16.49828179,48.18178694,1.604810997,219,10,47,9,1028,sole
2022-03-24,170.1653061,175.3537415,-43.18707483,16.65646259,24.31292517,28.99965986,1025.236735,154.4391156,275.9353741,461.8435374,1490.510204,18.61904762,17.58503401,47.94081633,1.629931973,219,11,48,7,1027,sole
2022-03-25,165.868705,171.6654676,-44.51798561,17.10791367,23.45647482,30.64964029,1024.328777,149.5985612,435.7985612,468.6223022,1630.151079,20.96402878,19.87769784,46.9442446,1.568705036,219,11,54,5,1026,sole
2022-03-26,125.0010345,170.4413793,-43.71034483,19.23793103,23.19793103,29.92586207,1023.164828,134.1634483,262.7896552,452.162069,1493.982759,22.5137931,21.2862069,45.91172414,1.476551724,219,13,54,7,1024,sole
2022-03-27,84.19820144,182.1043165,-44.08992806,18.27338129,24.44208633,25.31798561,1021.620863,146.9035971,110.0035971,443.3417266,984.7985612,22.74460432,21.43165468,44.92553957,1.491366906,219,16,38,8,1023,sole
2022-03-28,167.7146429,172.6607143,-44.06785714,17.44285714,24.07464286,31.92607143,1021.463571,153.4175,395.2428571,444.6892857,1463.025,15.24642857,14.24285714,47.26285714,1.5175,219,14,53,8,1023,sole
2022-03-29,78.64105263,179.0526316,-44.4,16.34736842,24.29789474,34.96526316,1011.647368,153.9042105,346.9263158,427.2210526,1202.157895,15.21052632,14.21052632,46.18105263,1.622105263,219,13,63,9,1016,sole
2022-03-30,189.1276817,174.2733564,-43.44636678,18.33910035,23.96643599,40.1432526,1003.257093,122.784083,132.5951557,461.6366782,1136.50173,16.85467128,15.84775087,47.71695502,1.508304498,219,13,76,16,1004,pioggia temporale 
2022-03-31,210.1726027,172.4178082,-44.92808219,17.58561644,22.89349315,47.8390411,992.6808219,128.1058219,296.5308219,430.0239726,1523.691781,14.67808219,13.67123288,47.72089041,1.447945205,219,13,86,19,994,pioggia 
2022-04-01,75.71517241,166.8655172,-45.13793103,17.17931034,20.48862069,44.24172414,996.2755172,144.5310345,26.78965517,426.0275862,579.0448276,12.84827586,11.84827586,47.32103448,1.41137931,219,11,75,17,998,pioggia 
2022-04-02,73.92195946,160.5844595,-43.96621622,15.03378378,17.17128378,35.71722973,1002.136486,134.8665541,63.57432432,401.6790541,820.8716216,11.38513514,10.38513514,45.58175676,1.279054054,219,8,61,19,1003,pioggia temporale 
2022-04-03,81.71413793,166.2,-43.99655172,17.14137931,21.30103448,31.83862069,1010.855172,165.2186207,29.50344828,423.7,596.9034483,10.55172414,9.551724138,45.91172414,1.403103448,219,8,71,9,1012,pioggia 
2022-04-04,174.7906574,169.5224913,-44.19723183,18.10380623,22.79342561,32.1532872,1015.091696,151.1754325,126.7197232,468.3425606,1169.287197,12.44290657,11.44290657,47.49861592,1.494809689,219,10,63,7,1016,sole
2022-04-05,121.4640351,173.1666667,-44.85526316,16.09210526,23.67631579,31.15,1011.422368,181.3333333,79.20614035,454.5921053,913.0131579,12.1622807,11.1622807,48.53114035,1.620175439,219,10,63,10,1013,sole
2022-04-06,192.6201365,169.0921502,-44.97269625,16.42320819,23.04197952,34.36860068,1008.897611,127.8890785,200.7098976,472.6143345,1435.542662,13.71672355,12.71672355,47.53242321,1.519453925,219,10,70,5,1010,pioggia 
2022-04-07,187.8520833,174.3715278,-44.33333333,16.71527778,23.259375,37.38298611,1007.252778,149.9871528,199.7118056,449.8472222,1463.857639,12.20833333,11.20833333,48.39583333,1.573263889,219,12,79,9,1009,pioggia 
2022-04-08,189.9560554,177.2076125,-44.08650519,16.74740484,23.97647059,41.87681661,1010.241522,143.4266436,74.60899654,447.2076125,892.982699,13.4083045,12.4083045,47.8816609,1.563321799,219,15,73,16,1012,sole
2022-04-09,129.8034247,170.0924658,-42.35958904,16.84246575,22.95171233,40.91643836,1005.989726,131.9160959,41.87328767,420.8253425,678.4589041,13.40068493,12.40068493,46.14143836,1.464383562,219,14,70,19,1007,sole
2022-04-10,46.81172414,170.162069,-43.72758621,17.43793103,23.2,27.87965517,1012.932069,47.78344828,8.203448276,408.2,456.5413793,11.32758621,10.32758621,45.62965517,1.529310345,219,11,54,18,1014,sole
2022-04-11,136.4493151,171.8938356,-43.34589041,17.76369863,23.51712329,27.2489726,1020.887671,159.169863,92.31849315,442.630137,942.2842466,11.75342466,10.75342466,47.34520548,1.579452055,219,11,51,9,1022,sole
2022-04-12,156.764539,173.9893617,-43.9929078,17.5106383,23.82446809,31.42659574,1018.906028,145.7347518,393.3829787,452.0567376,1618.677305,12.44326241,11.44326241,47.5248227,1.604609929,219,12,59,9,1020,sole
2022-04-13,161.3884354,172.8707483,-45.06462585,17.24829932,24.5792517,31.13197279,1015.162925,151.3557823,236.8197279,463.1122449,1393.520408,13.1292517,12.1292517,47.39693878,1.604081633,219,13,54,7,1017,sole
2022-04-14,161.6829352,173.3412969,-45.66211604,16.3003413,25.26860068,31.46484642,1014.910239,139.2658703,210.0887372,464.5904437,1304.767918,14.3105802,13.3105802,47.33617747,1.633788396,219,15,53,7,1016,sole
2022-04-15,166.9003448,176.2655172,-46.80344828,16.35172414,25.56034483,33.67931034,1015.242069,152.3434483,246.0551724,474.9827586,1449.665517,14.92068966,13.91724138,47.00931034,1.66,219,16,52,8,1017,sole
2022-04-16,113.2544521,174.9931507,-44.05479452,17.66780822,25.73219178,31.98835616,1010.813699,148.0609589,110.2226027,442.6780822,1064.856164,14,13,45.12945205,1.529452055,219,17,52,10,1012,sole
2022-04-17,63.81068966,171.0137931,-44.12758621,17.32413793,24.94827586,26.18655172,1008.648276,51.12827586,61.53103448,407.9344828,800.1689655,11.27931034,10.27931034,45.21586207,1.479655172,219,14,46,16,1010,sole
2022-04-18,127.0148148,170.4747475,-43.73737374,18.1952862,23.23063973,26.27138047,1009.599663,161.4141414,57.56902357,409.6936027,780.8686869,11.2020202,10.2020202,46.08451178,1.464309764,219,12,45,12,1011,sole
2022-04-19,180.8340206,176.0343643,-43.7628866,18.54295533,23.75841924,30.05773196,1011.080756,159.0034364,226.8006873,435.4982818,1283.343643,11.60824742,10.60824742,47.22508591,1.570790378,219,13,57,12,1013,sole
2022-04-20,244.1625,172.5,-43.23076923,18.69230769,23.97692308,37.41153846,1010.190385,36.22692308,651.4326923,448.4711538,1822.134615,12.49038462,11.49038462,45.86730769,1.336538462,219,15,67,11,1011,sole
2022-04-21,182.9462069,173.1034483,-45.1862069,16.6137931,24.65068966,40.18586207,1001.479655,128.3596552,84.32758621,471.737931,956.4724138,14.1137931,13.11034483,47.51793103,1.580689655,219,18,58,14,1003,pioggia 
2022-04-22,166.6792388,171.5709343,-44.24221453,17.46712803,23.73633218,43.01972318,999.4044983,139.9114187,66.67820069,451.7266436,841.2352941,11.96539792,10.96539792,47.33252595,1.546712803,219,14,78,13,1001,pioggia temporale 
2022-04-23,149.6213058,170.742268,-43.96219931,18.36082474,24.53024055,41.08659794,1007.7811,144.3731959,68.75945017,454.8865979,854.8762887,11.4467354,10.4467354,45.35841924,1.484536082,219,15,69,16,1009,sole
2022-04-24,158.7691781,170.9349315,-43.50684932,18.79452055,23.40376712,41.14657534,1007.936301,26.70376712,86.71232877,440.4965753,900.5616438,11.9760274,10.9760274,45.2140411,1.434246575,219,16,68,17,1009,pioggia 
2022-04-25,199.2470588,174.0207612,-43.46020761,19.3633218,23.41868512,44.91384083,1011.260554,161.1858131,320.3217993,446.6574394,1647.844291,12.55363322,11.55363322,45.87508651,1.446366782,219,15,77,12,1013,sole
2022-04-26,98.83321799,169.3910035,-44.67128028,18.46366782,24.62387543,38.22110727,1014.195156,164.4380623,18.48788927,466.6401384,524.6816609,12.65743945,11.65743945,46.97093426,1.557439446,219,16,62,8,1016,sole
2022-04-27,131.5045139,172.5173611,-42.80902778,18.21180556,24.96597222,36.06701389,1014.925694,154.3350694,52.30555556,451.4930556,746.7013889,12.53472222,11.53472222,47.36319444,1.586111111,219,16,60,9,1016,sole
2022-04-28,108.2931507,175.9623288,-42.64726027,17.54452055,25.31130137,33.49143836,1015.722945,155.9068493,79.92465753,438.3458904,922.0479452,12.5,11.5,47.35650685,1.600342466,219,18,51,10,1017,sole
2022-04-29,129.0896907,172.1718213,-42.74570447,17.99656357,24.71958763,30.90652921,1016.79244,151.2261168,106.9312715,433.5085911,1014.020619,12.8419244,11.8419244,46.98419244,1.560137457,219,17,48,11,1018,sole
2022-04-30,143.8083333,172.90625,-44.01041667,16.96180556,24.40798611,34.43333333,1016.045139,151.253125,293.6597222,435.9270833,1570.701389,13.28819444,12.28819444,45.12847222,1.482291667,219,16,55,10,1018,sole
2022-05-01,134.6801347,174.6531987,-45.25589226,17.57575758,23.74713805,36.30808081,1013.665657,32.41380471,203.1111111,452.8417508,1310.188552,14.08754209,13.08754209,45.02693603,1.471717172,219,15,54,6,1015,pioggia 
2022-05-02,192.5310345,169.9689655,-44.3,17.05517241,24.24310345,36.7362069,1010.675862,143.8527586,159.9172414,455.5275862,1349.255172,12.87931034,11.87931034,47.43103448,1.562413793,219,15,63,8,1012,pioggia 
2022-05-03,186.2705479,175.1369863,-42.94863014,17.14041096,25.16678082,39.12260274,1012.246918,152.1688356,118.3184932,488.8424658,1179.863014,13.30136986,12.30136986,46.82465753,1.529794521,219,16,72,8,1014,sole
2022-05-04,162.5780069,170.3092784,-44.12371134,17.31271478,25.21512027,42.49278351,1016.361856,138.928866,80.02749141,507.443299,926.5189003,14.87628866,13.87628866,47.004811,1.57766323,219,16,72,7,1018,sole
2022-05-05,179.1593103,171.7,-45.7137931,17.54482759,24.89965517,42.46172414,1015.495172,127.722069,72.33448276,520.5034483,878.5275862,14.47931034,13.47931034,47.5137931,1.621034483,219,16,70,8,1017,pioggia 
2022-05-06,123.7249084,170.8131868,-45.6996337,16.56410256,25.46520147,41.6010989,1009.495604,126.9318681,57.76923077,494.3076923,781.6996337,15.73260073,14.6996337,47.36410256,1.580952381,219,20,56,18,1011,pioggia 
2022-05-07,96.67773973,169.359589,-43.9760274,16.19520548,25.32123288,40.42226027,1010.572945,127.8599315,86.65410959,475.609589,900.1780822,12.11643836,11.11643836,45.82328767,1.589041096,219,17,63,9,1012,pioggia 
2022-05-08,97.47113402,170.7560137,-44.1580756,15.99312715,25.47388316,37.88316151,1013.065636,20.7161512,22.01030928,469.4948454,547.0996564,12.90721649,11.90721649,45.60584192,1.606185567,219,17,67,9,1015,pioggia temporale 
